source_file,utt_or_id,filename,text,matched_terms,mandarin,english,,,,,,,
wsc_train_audio_text.tsv.gz,704219202372_Al7Ir_22_3640,704219202372_Al7Ir_22_3640.wav,我是捡镜子的命法莫法生了这个命哦命哦,这个 我,我这是捡镜子的命，没办法，生来就是这个命啊。,I guess this is my fate—to pick up mirrors. There is nothing I can do; I was born with this lot.,,,,,,,
wsc_train_audio_text.tsv.gz,cq0034024_86130_88550,cq0034024_86130_88550.wav,谢谢谢谢李婆婆,婆婆,谢谢，谢谢李婆婆。,"Thank you, Grandma Li.",,,,,,,
wsc_train_audio_text.tsv.gz,cq0034279_0_9560,cq0034279_0_9560.wav,我有几个朋友都强烈推荐他们家的小面说海椒香得很点一碗干的大款来搞哈调料就是这几种也不复杂没得芝麻酱酱,他们 朋友 我,我有几个朋友都强烈推荐他们家的小面，说辣椒特别香。点一碗干拌的大碗面来尝一下，调料就是这几种，也不复杂，没有芝麻酱。,"Several of my friends strongly recommended their noodles, saying the chili is very fragrant. Order a large bowl of dry-mixed noodles and try it; the seasonings are just these few, not complicated, and there is no sesame paste.",,,,,,,
wsc_train_audio_text.tsv.gz,009590040836_081Fw_133_6040,009590040836_081Fw_133_6040.wav,完全由个人的爱好来决定你可以两样都做一次,个人 你,完全由个人爱好来决定，你可以两样都做一次。,It is entirely up to personal preference; you can try both once.,,,,,,,
wsc_train_audio_text.tsv.gz,013165474887_FObja_46_5940,013165474887_FObja_46_5940.wav,真的还是碰对了伸手又把三筒摸回来这一下这个痛青就稳当了,这个,真的还是碰对了，伸手又把三筒摸回来，这一下这把筒子清一色就稳当了。,"That was the right Pong. I got the 3-dot right back, so this clean dot-suit hand is solid now.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0029583_394550_414460,sc0029583_394550_414460.wav,给大家呢就是嗯普及一些知识就想说一下四川目前的民用机场那大家晓得哈四川航空呢其实是一个非常优秀的团体我在以前节目中给就给大家介绍过就是英雄机长刘川建他是凭借自己无比的勇气和高超的技术在高空中就是,自己 大家 我 他,给大家普及一些知识，想说一下四川目前的民用机场。大家知道，四川航空其实是一个非常优秀的团队。我以前节目中也给大家介绍过英雄机长刘传健，他凭借自己无比的勇气和高超的技术，在高空中……,"Let me share some knowledge and talk about Sichuan’s current civil airports. As you know, Sichuan Airlines is actually an excellent team. I introduced the heroic captain Liu Chuanjian in a previous episode; with tremendous courage and superb skill, he was able to act at high altitude...",,,,,,,
wsc_train_audio_text.tsv.gz,009590040281_eNlFQ_14_5760,009590040281_eNlFQ_14_5760.wav,那个时候大人忙农活和家务孩子呢不仅打不上手,那个,那个时候，大人忙农活和家务，孩子不仅帮不上忙。,"At that time, the adults were busy with farm work and housework, and the children could not really help.",,,,,,,
wsc_train_audio_text.tsv.gz,cq0108104_44330_60090,cq0108104_44330_60090.wav,如果有买期房的朋友哪些房企的房产具有风险性我前一个视频发了但被和谐掉了在这里如果有需要知道哪些有风险的放弃的,哪些 朋友 我,如果有买期房的朋友，哪些房企的房产存在风险？我前一个视频发过，但被和谐掉了。在这里，如果有需要知道哪些有风险的房企……,"For friends who have bought presale homes, which developers’ properties carry risks? I posted about it in a previous video, but it was taken down. If anyone still needs to know which developers are risky...",,,,,,,
wsc_train_audio_text.tsv.gz,cq0039610_103470_119140,cq0039610_103470_119140.wav,这就有点无聊了要说保卫自己的领土激战一把哎倒也无所谓了赖在人家地盘死活都不走那个鬼子们还真的是干得出来得出来,自己 那个 人家,这就有点无聊了。要说保卫自己的领土，激战一场倒也无所谓；赖在人家地盘上死活都不走，那些鬼子们还真是干得出来。,"This is ridiculous. If they were defending their own territory, even a fierce fight would be one thing; but digging in on someone else’s land and refusing to leave is exactly the sort of thing those invaders would do.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0000460_1627380_1640180,sc0000460_1627380_1640180.wav,啊就相当于民间的二人转的啊那么就写点这些啊比如说你要形容美女啊我以前都在说过哈长得来千娇百媚哈媚哈,美女 你 我,这就相当于民间的二人转。比如说，要形容美女，我以前都说过，可以说她长得千娇百媚。,"This is similar to folk duet performance. For example, when describing a beautiful woman, as I have said before, you can say she is charming and beautiful in every way.",,,,,,,
wsc_train_audio_text.tsv.gz,016000186796_xvWnT_28_7700,016000186796_xvWnT_28_7700.wav,是嘛还要放过去反过来的直接跟你说啊有好多要啥子啊钱都成这么多嘛大家就好聚好散了噻,大家 你,是吗？还要翻过去反过来直接跟你说啊？都要了这么多钱了，大家就好聚好散了嘛。,"Really? Do I still have to turn it over and explain it to you directly? After asking for so much money, everyone should just part on good terms.",,,,,,,
wsc_train_audio_text.tsv.gz,013165497517_OvHg8_47_6260,013165497517_OvHg8_47_6260.wav,虽然不是单行道但是我有机会做大做强自摸把头自摸三家,我,虽然不是单吊，但我有机会做大做强；自摸把头，三家都要给钱。,"It is not a single-tile wait, but I still have room to build a bigger hand; if I self-draw the pair tile, all three opponents have to pay.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0029495_1216010_1232100,sc0029495_1216010_1232100.wav,贾蓉先会说我父亲打发我来回叔叔老爷们已经一定了从东边一带借着东湖的花园起转至北边一共丈量准了三里半大可以盖造省清北院了,叔叔 我,贾蓉先说：我父亲打发我来回叔叔、老爷们，已经定下来了。从东边一带借着东湖的花园起，转到北边，一共丈量准了三里半大，可以盖造省亲别院了。,"Jia Rong first said, “My father sent me to report back to the uncles and gentlemen: it has already been settled. Starting from the eastern area by the East Lake garden and turning north, the land measures three and a half li in all, enough to build the imperial-visit villa.”",,,,,,,
wsc_train_audio_text.tsv.gz,013165522571_RhmuQ_36_6100,013165522571_RhmuQ_36_6100.wav,可能他后面有个大暴雨早上吧都说的呀交个十三,他,可能后面早上有一场大暴雨吧，大家都说的是交个十三。,It might have a big rain later; everyone is saying something about paying thirteen.,,,,,,,
wsc_train_audio_text.tsv.gz,01316545066_EuIxL_43_7900,01316545066_EuIxL_43_7900.wav,那个到到你们那边嘛嗯嗯吃嘛吃吃你来坐到吃我来了我来了,那个 你们 你 我,到你们那边吗？嗯嗯，吃嘛，来坐着吃。我来了，我来了。,"Over to your side? Yes, eat, come sit down and eat. I’m coming, I’m coming.",,,,,,,
wsc_train_audio_text.tsv.gz,cq00027069_9550_35950,cq00027069_9550_35950.wav,我们把屏幕上面那些食材准备起蒜片拿回来我们稍微冲一哈水不要冲干净很了哈把盐和料酒码起那面锅里面稍微多倒点油把刚刚那些佐料拿起来炒一下佐料炒香了把脚料捞起来哈油留在锅头那边油再次烧热把蒜片倒起炒遍颜色变色锅把刚刚炒好的配菜也倒了起一起翻炒两三分钟加盐糖海鲜酱油调个味道就可以起锅了因为我们家里面火不大面火不大,我们,我们把屏幕上那些食材准备好。把蒜片拿回来，稍微冲一下水，不要冲得太干净。用盐和料酒码味。锅里稍微多倒点油，把刚才那些佐料放进去炒一下；佐料炒香后把料渣捞出来，油留在锅里。油再次烧热后把蒜片倒进去炒到变色，再把刚才炒好的配菜倒进去，一起翻炒两三分钟，加盐、糖、海鲜酱油调味，就可以起锅了。因为我们家里的火不大。,"Prepare the ingredients shown on the screen. Rinse the garlic slices briefly, but do not wash them too thoroughly. Marinate them with salt and cooking wine. Add a little extra oil to the wok and fry the aromatics; once they are fragrant, scoop out the seasoning bits and leave the oil in the wok. Heat the oil again, add the garlic slices and stir-fry until they change color, then add the side ingredients you stir-fried earlier. Toss everything together for two or three minutes, season with salt, sugar, and seafood soy sauce, and it is ready to serve. The burner at home is not very strong.",,,,,,,
wsc_train_audio_text.tsv.gz,013165485969_RNxMK_284_7360,013165485969_RNxMK_284_7360.wav,你过来随便咋个整都可以啊所以说大家有些情况呢,大家 你,你过来随便怎么弄都可以，所以说大家有些情况呢……,"You can come over and handle it however you like, so in some situations...",,,,,,,
wsc_train_audio_text.tsv.gz,sc0029499_299130_303040,sc0029499_299130_303040.wav,今日你来的正好就给你带回去玩吧,你,今天你来得正好，就给你带回去玩吧。,"You came at just the right time today, take it back with you to play with.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0029452_1451380_1457720,sc0029452_1451380_1457720.wav,贾兰便问叔叔看见爷爷后头写的叫咱们好生念书了,爷爷 叔叔 咱们,贾兰便问：叔叔看见爷爷后头写的，叫咱们好好念书了吗？,"Jia Lan then asked, “Uncle, did you see the part Grandfather wrote at the end, telling us to study hard?”",,,,,,,
wsc_train_audio_text.tsv.gz,sc0029449_561730_567790,sc0029449_561730_567790.wav,据我看来这个刑警恐非常策要做长久之计方可,这个 我,据我看来，这个情形恐怕不能用寻常计策，要做长久之计才可以。,"In my view, this situation cannot be handled with ordinary tactics; only a long-term plan will do.",,,,,,,
wsc_train_audio_text.tsv.gz,01600009601_EaP6V_23_5880,01600009601_EaP6V_23_5880.wav,不得不去刻意烫一下让自己头发看起来多那么一点,自己,不得不刻意烫一下，让自己的头发看起来多一点。,I had to deliberately get a perm to make my hair look a bit fuller.,,,,,,,
wsc_train_audio_text.tsv.gz,013165505215_bVYc6_4_5560,013165505215_bVYc6_4_5560.wav,他一直都有一个呃服务都说会给你个手机号儿,你 他,它一直都有一项服务，说会给你一个手机号。,"It has always offered a service, saying  a mobile number would be given to you.",,,,,,,
wsc_train_audio_text.tsv.gz,704219211252_P075m_18_2020,704219211252_P075m_18_2020.wav,你也是要买你想,你,你也是要买吗？你想……,Are you going to buy one too?...Think about...,想,,,,,,
wsc_train_audio_text.tsv.gz,cq0105579_93690_96170,cq0105579_93690_96170.wav,啊这边就是我们的一个次卧,我们,这边就是我们的一个次卧。,This side is one of our secondary bedrooms.,,,,,,,
wsc_train_audio_text.tsv.gz,cq0115265_68190_71250,cq0115265_68190_71250.wav,他如果是的话还是非常宽敞的能够漂飘窗,他,如果是这样的话，还是非常宽敞的，还能带飘窗。,"If that is the case, it is still very spacious and even have a bay window.",,,,,,,
wsc_train_audio_text.tsv.gz,013165443101_HXGm8_7_6440,013165443101_HXGm8_7_6440.wav,所谓江滩公园它非常有特色也就是下面这个,这个 它,所谓江滩公园，它非常有特色，也就是下面这个。,The so-called riverside park has very distinctive features; it is the one below.,,,,,,,
wsc_train_audio_text.tsv.gz,013165485948_uNj4y_48_6640,013165485948_uNj4y_48_6640.wav,在你运势不好的情况下你就不知道到底是四头还是牛头会被别人抹成厚腿或者后坎,别人 你,在你运势不好的情况下，你就不知道到底是四筒还是五筒，会被别人摸成后腿或者后坎。,"When your luck is bad, you cannot even tell whether it is the 4-dot or the 5-dot; someone else may draw it and turn it into a pair or a triplet.",,,,,,,
wsc_train_audio_text.tsv.gz,013165450277_nUFWP_19_7140,013165450277_nUFWP_19_7140.wav,把那泡野生椒先切破切破过后然后再把它剁碎,它,把那泡野山椒先切开，切开过后再把它剁碎。,"First cut open the pickled wild chilies, and after cutting them open, chop them finely.",,,,,,,
wsc_train_audio_text.tsv.gz,016000154838_dbcMv_68_6200,016000154838_dbcMv_68_6200.wav,就种粗了去我生到觉得我生寨子钱的时候太苦了啥都没做好,我,就整得粗糙了些。我现在觉得，我生孩子之前那段时间太苦了，什么都没做好。,"It ended up a bit rough. Now I feel that the period before I had my child was too hard, and I did everything wrongly.",,,,,,,
wsc_train_audio_text.tsv.gz,013165499918_7jO3w_0_6340,013165499918_7jO3w_0_6340.wav,大家好我是大爷们儿我和小远哥今天要去新桥去我表叔家耍,大家 大爷 哥 叔 我,大家好，我是大爷们儿。我和小远哥今天要去新桥，到我表叔家去玩。,"Hello everyone, I’m Dayemen’er. Today Brother Xiaoyuan and I are going to Xinqiao to visit my uncle.",,,,,,,
wsc_train_audio_text.tsv.gz,cq0111492_4212340_4221800,cq0111492_4212340_4221800.wav,好难看啊就是我上去出去出去叫杨玉环的像他那个时候这个事情好难看的就是我感觉自己自己想要离婚的,自己 这个 那个 我 他,好难看啊。我出去叫杨玉环的时候，她那个时候这个事情真的很难看，我感觉她自己都想离婚。,"It was so embarrassing. When I went out and called Yang Yuhuan, that situation was really embarrasing, and I think even herself wants to get divorced.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0040587_494110_497860,sc0040587_494110_497860.wav,每日一问里游奥运会你最想对巴西说的一句话是啥子,你,每日一问：里约奥运会，你最想对巴西说的一句话是什么？,"Daily question: during the Rio Olympics, what is the one thing you most want to say to Brazil?",,,,,,,
wsc_train_audio_text.tsv.gz,013165525_65hkV_2_7860,013165525_65hkV_2_7860.wav,正好他现在跟那团伙子也不在家我把那旗袍拿回家全部一排排给他挂起我来给他展示起来,我 他,正好他现在跟那伙人也不在家，我把那些旗袍拿回家，全部一排排给挂起来，我来给这个旗袍展示起来。,"Since he and his crew are not at home right now, I will take the qipaos home, hang them all up in rows, and put them on display.",起来？,,,,,,
wsc_train_audio_text.tsv.gz,sc0007903_578660_581430,sc0007903_578660_581430.wav,想听我的故事吗美人,我,想听我的故事吗，美人？,"Do you want to hear my story, beautiful?",,,,,,,
wsc_train_audio_text.tsv.gz,013165477396_Z9G0A_38_6100,013165477396_Z9G0A_38_6100.wav,你要先别描述再再加一个啊,你,你先别描述，再加一个啊。,Do not describe it first; add one more.,,,,,,,
wsc_train_audio_text.tsv.gz,cq00014687_158310_162990,cq00014687_158310_162990.wav,看下儿那个楼建局有几个高层小区能达到那个样子嘞,那个,看一下那个楼间距，有几个高层小区能达到那个样子呢？,Look at that building spacing. How many high-rise communities can reach that standard?,,,,,,,
wsc_train_audio_text.tsv.gz,013165493017_p8Yv2_22_7220,013165493017_p8Yv2_22_7220.wav,这我先走的人呢觉得有点打脑壳这道菜哈一上上来从嗅觉上的让我梦回中国为啥子,我,我这个先走的人都觉得有点头疼。这道菜一端上来，从嗅觉上就让我梦回中国，为什么？,"Even as someone who came first, I find it a bit headache-inducing. As soon as this dish was served, its smell took me straight back to China. Why?",,,,,,,
wsc_train_audio_text.tsv.gz,cq0081673_86270_89030,cq0081673_86270_89030.wav,这边过来就是我们,我们,这边过来就是我们这里。,Coming over this way brings you to our place.,,,,,,,
wsc_train_audio_text.tsv.gz,704219251310_UTAe6_31_2100,704219251310_UTAe6_31_2100.wav,朋友们大家好,大家 朋友,朋友们，大家好。,"Hello, friends.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0032404_246300_276300,sc0032404_246300_276300.wav,吵个架一个付出了血的代价一个得到了血淋淋的教训这就叫血染的风采最近貌似大家脾气都不好不是打架就是吵架前几天刚跟歪歪打完表情包大战这跟韩国又干起来了最近呢有一部韩剧播得相当的火其中一集两位土豪男主角为了取暖掏出几张人民币扔进了火里引起了不少中国网友的抗议小儿儿是是在挑战我啊小心让你尝尝我们表情包的威力这些网友呢又太不不,大家 网友 我们 你 我,吵个架，一个付出了血的代价，一个得到了血淋淋的教训，这就叫血染的风采。最近貌似大家脾气都不好，不是打架就是吵架。前几天刚跟湾湾打完表情包大战，这又跟韩国干起来了。最近有一部韩剧播得相当火，其中一集两位土豪男主角为了取暖，掏出几张人民币扔进火里，引起了不少中国网友抗议。小样儿，这是在挑战我啊？小心让你尝尝我们表情包的威力。这些网友也太……,"A quarrel left one side paying a bloody price and the other learning a painful lesson; that is what you call a blood-stained spectacle. Lately everyone seems irritable, either fighting or arguing. A few days ago we had just finished a meme war with wanwan, and now we are clashing with Korea. Recently a Korean drama became very popular, and in one episode two rich male leads threw several RMB notes into a fire to keep warm, which drew protests from many Chinese netizens. Are they challenging us? Be careful, or we’ll show you the power of our memes. These netizens are really...",,,,,,,
wsc_train_audio_text.tsv.gz,70421920293_yfCIW_19_2260,70421920293_yfCIW_19_2260.wav,然后明天的房子掉完我把黄瓜干也买完了,我,然后明天把房子收拾完，我也把黄瓜干买完了。,"Then tomorrow, after the house is tidied up, I will have bought the dried cucumbers too.",,,,,,,
wsc_train_audio_text.tsv.gz,016000142211_7z9Ol_15_6080,016000142211_7z9Ol_15_6080.wav,友友们每天翻动一次哈友们友塞这卡这个这个个,这个,朋友们，每天翻动一次。朋友们，这个卡，这个……,"Friends, turn it over once every day. Friends, this card, this...",,,,,,,
wsc_train_audio_text.tsv.gz,013165492805_zt1O7_0_6260,013165492805_zt1O7_0_6260.wav,为了让偏远山区的大妈大爷们吃上嫩滑多汁的豆腐脑今天我又拉了八十斤来到大山里,大妈 大爷 我,为了让偏远山区的大爷大妈们吃上嫩滑多汁的豆腐脑，今天我又拉了八十斤来到大山里。,"To let the elderly people in remote mountain areas enjoy tender, juicy tofu pudding, I brought another 80 jins, about 40 kilograms, into the mountains today.",,,,,,,
wsc_train_audio_text.tsv.gz,01316552600_0lD7E_98_6700,01316552600_0lD7E_98_6700.wav,你有啥子话就直说嘛嘛哦哇,你,你有什么话就直说嘛。,Just say whatever you want to say.,,,,,,,
wsc_train_audio_text.tsv.gz,013165477257_C2071_8_5840,013165477257_C2071_8_5840.wav,丢了这块板都还有点点反正还给你留留了点哦还是好的,你,丢了这块板都还有一点点，反正还给你留了一点，还是好的。,"Even after losing this board there is still a little left; in any case, I kept some for you, and it is still good.",,,,,,,
wsc_train_audio_text.tsv.gz,016000144282_jz7b3_0_6620,016000144282_jz7b3_0_6620.wav,有些姐妹老是爱讨论我的穿着说我穿的不好看穿的不得体体,姐妹 我,有些姐妹老是爱讨论我的穿着，说我穿得不好看、不够得体。,"Some ladies always like to discuss how I dress, saying my clothes do not look good or are not appropriate.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0029440_893350_899880,sc0029440_893350_899880.wav,今日计谋高情我怎敢不领回家耐力写了文约过来便是了,我,今日计谋高明，我怎敢不领情？回家耐心写了文约，过来便是了。,"Your plan today is brilliant; how could I not accept the favor? I will go home, patiently write up the agreement, and then come over.",,,,,,,
wsc_train_audio_text.tsv.gz,016000244198_HQ2Jd_12_6060,016000244198_HQ2Jd_12_6060.wav,红叶初见端倪了看到没得大家记住啊第四个坡绝望坡的开始了,大家,红叶初见端倪了，看到没有？大家记住，第四个坡，绝望坡，开始了。,"The red leaves are just beginning to show. Do you see that? Remember, everyone: the fourth slope, Despair Slope, has begun.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0030308_1401250_1406480,sc0030308_1401250_1406480.wav,大圣不敢破婚只吃几个果子与他言言语语,他,大圣不敢破婚，只吃了几个果子，与他说说话。,The Great Sage did not dare disrupt the marriage; he only ate a few fruits and chatted with him.,,,,,,,
wsc_train_audio_text.tsv.gz,sc0008185_238750_268750,sc0008185_238750_268750.wav,有天我无意翻到了格子心老师的文章写的太好了至少我写不了自愧不如他应该的确是有格子心的只是一直没有安顿下来这些年在报社电视台学校辗转工作换了又换没办法要跟随自己的男人嘛文笔太好了但是我觉得他缺少了素材言外之意就是他生活太平静了没有任何波澜那么他在写一些片段的时候只能是去想象,自己 老师 男人 我 他,有一天我无意中翻到了格子心老师的文章，写得太好了，至少我是写不了，自愧不如。他应该确实是有格子心的，只是一直没有安顿下来。这些年他在报社、电视台、学校辗转工作，换了又换，没办法，要跟随自己的男人嘛。文笔太好了，但是我觉得她缺少素材，言外之意就是她的生活太平静，没有任何波澜，所以她写一些片段的时候只能靠想象。,"One day I happened to come across an article by  Writer Ge Zixin. It was so well written that I could not have written it myself, and I felt ashamed by comparison. She really does seem to have literary talent, but she has never settled down. Over the years, she has moved from newspapers to TV stations to schools, changing jobs again and again; there was no way around it, since she had to follow her man. Her writing is excellent, but I think she lacks material. In other words, her life is too calm and uneventful, so when she writes certain scenes, she can only rely on imagination.",转译的人称词错误,,,,,,
wsc_train_audio_text.tsv.gz,013165501162_hsXdW_1_5540,013165501162_hsXdW_1_5540.wav,给你们说这个叫桃花梨我们去年也卖过哈味道是比较甜,我们 你们 这个,给你们说，这个叫桃花梨，我们去年也卖过的哈，味道比较甜。,"Let me tell you, this is called a peach-blossom pear. We sold it last year too, and it tastes fairly sweet.",,,,,,,
wsc_train_audio_text.tsv.gz,01600024327_SW9zu_19_6120,01600024327_SW9zu_19_6120.wav,它都是浮到面上的如果介意的话你就可以把它打掉因为有了这个香香料,这个 它 你,它是浮在表面上的。如果介意的话，你可以把它撇掉，因为有这个香料。,"It floats on the surface. If you mind, you can skim them off, because there are these spices.",,,,,,,
wsc_train_audio_text.tsv.gz,cq0053840_1264370_1268280,cq0053840_1264370_1268280.wav,现在政府把你的啥子天堂公寓查封了,你,现在政府把你的什么天堂公寓查封了。,Now the government has sealed off your so-called Paradise Apartments.,,,,,,,
wsc_train_audio_text.tsv.gz,cq0042345_188820_190970,cq0042345_188820_190970.wav,我前几天买的鸡,我,我前几天买的鸡。,This is the chicken I bought a few days ago.,,,,,,,
wsc_train_audio_text.tsv.gz,013165456541_EHwpS_75_6540,013165456541_EHwpS_75_6540.wav,眼神看哎你要是哎聊着人这个嘘本身就是来休息的的,这个 你,看眼神。你要是跟人聊着，这里本来就是来休息的。,"Look at the eyes. If you are chatting with someone, this place is originally meant for resting.",,,,,,,
wsc_train_audio_text.tsv.gz,013165462887_VTwNl_38_5560,013165462887_VTwNl_38_5560.wav,那上面那个全部都红了,那个,"那个,上面那个全部都红了。","That one ,which is on top. has all turned red.",,,,,,,
wsc_train_audio_text.tsv.gz,cq0041248_6530_24170,cq0041248_6530_24170.wav,嗯菜花节不是开了吗今天来到我们大同来的重康那一片片油菜花海真的是美不胜收中间居然还藏着一个八卦图在我们游玩的期间发现一家很有特色的火锅带你们去品尝一下看哈今天我们听一下在坝坝里面吃火锅是什么感觉,你们 我们,菜花今天不是开了吗？今天我们来到大同重康这一片油菜花海，真的是美不胜收，中间居然还藏着一个八卦图。游玩期间，我们发现一家很有特色的火锅店，带你们去品尝一下。看一下，今天我们体验一下在坝坝里吃火锅是什么感觉。,"Doesn’t the rapeseed flower open? Today we came to the Chongkang area of Datong, where the sea of rapeseed flowers is truly beautiful, and there is even a Bagua pattern hidden in the middle. During our visit, we found a very distinctive hotpot restaurant, so we’ll take you to try it. Let’s see what it feels like to eat hotpot in an open courtyard today.",,,,,,,
wsc_train_audio_text.tsv.gz,016000133866_v7qyL_0_7040,016000133866_v7qyL_0_7040.wav,成都有家开了十几年的小馆子老板做的豆花牛肉硬是好吃吃,老板,成都有家开了十几年的小馆子，老板做的豆花牛肉真是好吃。,"There is a small restaurant in Chengdu that has been open for more than ten years, and the owner’s tofu-pudding beef is truly delicious.",,,,,,,
wsc_train_audio_text.tsv.gz,sc0029490_434250_440190,sc0029490_434250_440190.wav,宝玉方才吟罢忽闻背后有人笑道你又发什么呆呢,你,宝玉方才吟罢，忽然听见背后有人笑道：你又发什么呆呢？,"Baoyu had just finished reciting when he suddenly heard someone behind him laugh and say, “What are you spacing out about now?”",,,,,,,
wsc_train_audio_text.tsv.gz,013165517143_KZtfq_95_6440,013165517143_KZtfq_95_6440.wav,哎呀你的智商就是高这个办法好我们就按照这个办法做,这个 我们 你,哎呀，你的智商就是高，这个办法好，我们就按照这个办法做。,"Wow, you really are smart. This method is good; we will do it this way.",,,,,,,
wsc_train_audio_text.tsv.gz,013165497981_xAYvk_12_6060,013165497981_xAYvk_12_6060.wav,拼酒加这个油呢是为了更好的把它牛肉滑散,这个 它,啤酒加这个油，是为了更好地把牛肉滑散。,Adding beer and this oil is to make it easier to separate the beef slices smoothly.,,,,,,,
wsc_train_audio_text.tsv.gz,01316548089_8tKqc_12_6480,01316548089_8tKqc_12_6480.wav,最喜欢的给你们看下这种感觉肥泡泡的然后又是有筋那种吃到一口有点腻但是,你们,最喜欢的东西给你们看一下，这种感觉：肥嘟嘟的，然后又有筋，吃一口有点腻，但是……,"Let me show you my favorite. It has that plump, fatty texture, with some tendon as well. One bite is a little greasy, but...",,,,,,,
wsc_train_audio_text.tsv.gz,704219246723_jyaMR_19_1940,704219246723_jyaMR_19_1940.wav,啊你买的那个炸酥肉,那个 你,你买的那个炸酥肉。,That fried crispy pork you bought.,,,,,,,
wsc_train_audio_text.tsv.gz,01600026503_vRose_48_6560,01600026503_vRose_48_6560.wav,一直在配送就是给他们邮寄外省人的邮寄嗯屋里面啊,他们,一直在配送，就是给他们邮寄，给外省的人邮寄，嗯，寄到屋里。,"We have been delivering it, mailing it to them and to people in other provinces, yes, sending it to their homes.",,,,,,,
wsc_train_audio_text.tsv.gz,013165511503_NBFmI_15_5520,013165511503_NBFmI_15_5520.wav,这个采光镜可以做成一个比如说一个,这个,这个采光井可以做成一个，比如说……,"This light well can be made into something, for example...",,,,,,,
wsc_train_audio_text.tsv.gz,013165473876_RUyQK_53_9560,013165473876_RUyQK_53_9560.wav,谢谢娃娃了兄弟你怕,兄弟 娃娃 你,谢谢娃娃了，兄弟，你怕什么？,"Thanks, kid. Brother, what are you afraid of?",,,,,,,
wsc_train_audio_text.tsv.gz,016000095227_MOexn_2_8140,016000095227_MOexn_2_8140.wav,来把菜色看到来这里主要吃牛肉串哈其实其他菜品都跟其他超高哥,哥 他,来，看菜色。这里主要吃牛肉串，其实其他菜品都跟其他烧烤店差不多。,"Come, look at the dishes. This place mainly serves beef skewers; the other items are actually similar to those at other barbecue places.",,,,,,,
wsc_train_audio_text.tsv.gz,013165475846_5vnhG_7_8480,013165475846_5vnhG_7_8480.wav,一年时间就发起去好多了本来我是可以直接来砍了的,我,一年时间就长起来很多了，本来我是可以直接来砍了的。,"After a year it has growed up a lot, originally I could have come directly to cut.",,,,,,,
wsc_train_audio_text.tsv.gz,704219233516_54Mkv_25_5320,704219233516_54Mkv_25_5320.wav,二气筒断章那我这个一把筒是稳稳的了,这个 我,二筒断张，那我这把筒子牌就稳稳的了。,"The 2-dot all occured , so this dot-suit hand of mine is rock solid now.",,,,,,,
wsc_train_audio_text.tsv.gz,013165448128_yC6Nf_0_8480,013165448128_yC6Nf_0_8480.wav,对好的好的我的,我,对，好的好的，是我的。,"Yes, okay, okay, it is mine.",,,,,,,
wsc_train_audio_text.tsv.gz,013165532168_BglIy_53_6420,013165532168_BglIy_53_6420.wav,你给他放鞭炮来行吧烧起来烧起来,你 他,你给他放鞭炮来，行吧？烧起来，烧起来。,"Set off firecrackers for him, all right? Light it up, light it up.",,,,,,,
wsc_train_audio_text.tsv.gz,013165468562_njKi1_3_6420,013165468562_njKi1_3_6420.wav,人太少了哦是我的种菜技术好所以说长得好不人少了,我,人太少了？哦，是我的种菜技术好，所以长得好，不是人少了。,"Too few people? Oh, it is because my vegetable-growing skills are good, so they grow well; it is not because there are too few people.",,,,,,,
